User1_ID,User2_ID,alpha,R_sum_bitsHz,score,h1_dB,h2_dB,h_diff_dB,sic_ok,missing_h
910,1491,0.9976366758346558,15.907801394316955,0.8446564078330994,-100.22145291408336,-83.91480667981551,16.306646234267845,True,False
72,236,0.9974084496498108,15.453345153822902,0.8445245027542114,-102.86921190585568,-86.5797318640656,16.289480041790085,True,False
1623,1646,0.9977275729179382,15.673996590676047,0.8438457250595093,-101.47214784279548,-85.26252432534335,16.20962351745213,True,False
1660,1119,0.9940535426139832,15.37854267830274,0.8431711196899414,-104.32044044121788,-87.2098697105252,17.110570730692686,True,False
864,942,0.9978814721107484,16.010160325857036,0.8431495428085327,-99.3070313822781,-83.29922903856001,16.007802343718083,True,False
1462,1313,0.9956918358802797,15.554388474359545,0.8426986336708069,-103.01009533951442,-86.11460490782655,16.895490431687875,True,False
1001,961,0.9853079915046692,15.534391377244685,0.8425164222717285,-102.52198904438424,-86.40848099645888,16.113508047925365,True,False
1641,479,0.9975583553314208,15.887744667999264,0.8422033190727234,-100.82669744961004,-84.02082940335524,16.8058680462548,True,False
1696,1567,0.9932340979576112,15.282282311482644,0.8421412706375122,-104.22866606715364,-87.8180069300895,16.410659137064144,True,False
87,1284,0.9963510036468506,15.774525713361944,0.8420786261558533,-101.55086869355571,-84.79014634158206,16.760722351973655,True,False
213,1820,0.9980618357658386,15.733100353505716,0.8418043255805969,-101.10867552300591,-84.86156650838433,16.247109014621586,True,False
9,829,0.9968243837356568,15.932960035853313,0.8416333198547363,-100.16064307476866,-83.8431286258637,16.31751444890496,True,False
1952,1109,0.9910386204719543,15.816912895883412,0.8416143655776978,-100.70825472561212,-84.68571632193651,16.02253840367561,True,False
880,728,0.993694007396698,16.763388806342306,0.8414480090141296,-95.01818585988454,-79.00983897825454,16.008346881630004,True,False
687,1518,0.9987000226974488,16.612667766544625,0.8414269089698792,-96.8701448202154,-79.5919668117109,17.278178008504497,True,False
871,1420,0.9973952770233154,16.367424619161675,0.8414110541343689,-97.40568282219004,-81.253459834638,16.15222298755205,True,False
387,954,0.9974696636199952,15.09703499727848,0.8413403034210205,-104.91655967653332,-88.61591361924792,16.300646057285405,True,False
1958,167,0.9951736330986024,15.748082348015306,0.8412594199180603,-101.95624298671962,-84.99756862591836,16.958674360801254,True,False
1403,1772,0.9939236044883728,18.641719667714938,0.8410405516624451,-96.65504903440238,-67.67299559998281,28.98205343441957,True,False
152,1523,0.9968541264533995,15.546738021665975,0.8408622145652771,-102.17244624881512,-86.10851109623121,16.06393515258391,True,False
360,1640,0.99189692735672,15.41502829040908,0.84084552526474,-103.31680650190592,-87.06205473809774,16.254751763808173,True,False
1913,60,0.9967628717422484,15.82354101419821,0.8406736254692078,-101.32639210392696,-84.47148864108465,16.854903462842316,True,False
987,881,0.998205542564392,16.261968435171795,0.84026700258255,-99.57274681134852,-81.7037166325396,17.869030178808927,True,False
1726,971,0.9962913990020752,15.191881506307656,0.8398873805999756,-104.50491934500296,-88.21253303482877,16.292386310174194,True,False
1094,1915,0.9970314502716064,16.080684140042674,0.8398066163063049,-99.54043424339018,-82.95329246216363,16.58714178122655,True,False
1807,773,0.9954931735992432,15.625265169338316,0.8398041725158691,-102.04507241145384,-85.7242716571014,16.320800754352447,True,False
1028,544,0.9959386587142944,15.38053176779012,0.8397566676139832,-103.65625930168127,-87.12991653296505,16.52634276871622,True,False
872,1502,0.9918400049209596,14.680866346644205,0.839743435382843,-108.05296693392108,-91.3890497808557,16.663917153065384,True,False
422,501,0.9983054399490356,15.956629950929743,0.8394314646720886,-99.81601265734474,-83.52103627376488,16.294976383579865,True,False
45,238,0.9964057207107544,15.75222438931057,0.8393453359603882,-102.00312928258356,-84.90653306501426,17.0965962175693,True,False
937,1715,0.9910694360733032,14.88732240987848,0.8391161561012268,-107.4522908075788,-90.176366380718,17.27592442686081,True,False
1489,1009,0.9962618947029114,15.302518614544557,0.8388512134552002,-106.2767591588706,-87.46021457480295,18.816544584067657,True,False
1345,1670,0.99690043926239,15.383177731241236,0.8388087749481201,-103.1250656462356,-87.05562690899599,16.069438737239608,True,False
1723,1777,0.9946051239967346,15.864897370967284,0.8386415839195251,-100.46332255248136,-84.34303556902478,16.12028698345658,True,False
388,574,0.9963567852973938,16.197066393565137,0.8384690880775452,-98.77842255897173,-82.31104823080412,16.467374328167608,True,False
1233,160,0.9968858361244202,14.616072426592153,0.837813675403595,-108.0281063150892,-91.43217448784866,16.59593182724055,True,False
1122,423,0.9957028031349182,15.440040925455644,0.8371801376342773,-103.63272530244028,-86.78525874653053,16.847466555909747,True,False
794,741,0.9974448680877686,15.298008495575338,0.8371166586875916,-103.88579233865008,-87.46197235001233,16.423819988637746,True,False
1049,995,0.9971680045127868,15.42070979864088,0.8369811773300171,-103.24498221921154,-86.79154343706574,16.453438782145795,True,False
