User_ID,x,y,theta_rad,distance_m,shadowing_dB,path_loss_dB,fading_rayleigh,h_linear,h_dB,h_normalized
54,-4251.341335407943,2095.8696572660097,2.683568585497276,4739.891641208323,-4.273808339003982,167.70121920198662,1.6202065828646874,6.675893999159187e-09,-119.99980644985621,0.008802818912453115
55,1317.081150324397,-2407.8007052080484,5.212930538946792,2744.486653736945,0.4328141387129288,164.10208652294398,2.357696551641843,1.4702242513106382e-08,-119.9990613481463,0.01938634413101007
56,-209.7093797473621,-194.66745701388822,3.8898101740602695,286.1353574346892,3.3580532896257207,132.66118978729804,1.2179040643923091,2.8350034415308733e-07,-119.66426501010375,0.37382292042265486
57,547.7727116780695,4964.513077881962,1.4609031979474913,4994.641633202544,-0.3211767758433466,172.44960795015223,1.4538367676836155,3.4676499528447102e-09,-119.99994777815623,0.004572435480628231
58,1866.7893289369472,-2901.5603647105527,5.284092295169789,3450.2108556857934,3.332036064058354,170.47976644241322,1.5838568314874562,4.739446225039786e-09,-119.9999024483468,0.006249423203782047
59,2602.7686081446236,340.75461826522536,0.1301796652512151,2624.9796451424495,8.059175724705147,171.05171670157398,0.3709706597346552,1.0393306319011236e-09,-119.9999953087181,0.001370459049221476
60,-3358.0048415773535,-469.4724959728566,3.2804992747537876,3390.6637905477937,-11.204943967393426,155.67815459949864,1.901897048081925,3.128090248491011e-08,-119.99575252854191,0.04124692813089143
61,712.1404105643895,-4927.496535321421,4.855918954015077,4978.691200502741,2.966657518941528,175.68882225351635,0.3243423695393845,5.327979835583145e-10,-119.99999876715239,0.0007025462307781886
62,-932.2708687503875,-3028.6579537974126,4.413776608128991,3168.895387011211,7.77444332373721,173.62935297742038,2.295987417098485,4.780814079066209e-09,-119.9999007379917,0.00630397076367998
63,1070.787033055214,4391.555946334236,1.3316344007257142,4520.215536890113,-0.8720006381501372,170.3817024649749,0.6847987397134644,2.0724202593011954e-09,-119.9999813474146,0.0027326887238511024
